mode,index_col,avC,avP,sdC,sdP,avR,maxC,maxP,stdCR,stdCP,AvRR
unknown,10,0.433463333,60.53,0.410420597,65.6586587,1101.765144,0.66,68,0.153125269,21.10331032,1077.896952
