mode,index_col,avC,avP,sdC,sdP,avR,maxC,maxP,stdCR,stdCP,AvRR
unknown,4,3.666701241,658.582,3.98248719,769.8523228,468.2964006,0.64,72,0.807713848,18.47396395,592.60328
