,mode,index_col,avC,avP,sdC,sdP,avR,maxC,maxP,stdCR,stdCP,AvRR
15,BeddingSpin,15,0.439511111,61.17333333,0.397691816,63.8965701,1061.463294,0.94,139,0.220296451,33.98525222,610.9376254
0,BeddingWash,0,0.329,39.46666667,0.24046435,35.67258518,1209.46768,1.01,152,0.24046435,35.67258518,1209.46768
1,BeddingWash,1,0.2868,32.56,0.22343734,32.9762809,1382.243844,0.65,66,0.182937292,25.95867161,1641.40809
2,BeddingWash,2,0.242875,25.725,0.206815479,29.89770534,1575.224649,0.61,66,0.152620407,19.56656778,1896.859323
3,BeddingWash,3,0.2291,23.39,0.200509931,28.50053872,1633.747573,0.67,79,0.166271813,20.02491869,1867.839267
4,BeddingRinse,4,0.233916667,25.34166667,0.195836048,28.82386261,1580.326376,0.59,97,0.173162534,29.16901745,1313.220393
5,BeddingRinse,5,0.3336,41.66,0.333149059,52.35050047,1361.501526,1.39,214,0.455288339,71.84894755,486.2021277
6,BeddingRinse,6,0.406055556,53.23888889,0.389100807,61.69128076,1214.761429,1.37,210,0.448692225,72.45247352,481.0609445
7,BeddingRinse,7,0.409666667,53.63333333,0.389623034,61.75204185,1216.489289,1.19,176,0.398728439,63.12166686,1226.856449
8,BeddingRinse,8,0.394916667,51.77083333,0.371027062,58.44879015,1204.140477,0.65,75,0.16692107,21.71592985,1117.698793
9,BeddingRinse,9,0.464,63.12592593,0.432360513,68.81854052,1110.741019,1.51,233,0.493965888,78.56228951,363.5453545
10,BeddingRinse,10,0.4585,62.18666667,0.421982996,67.14387155,1094.639795,1.44,223,0.3148875,49.69488514,949.7287766
11,BeddingRinse,11,0.441454545,59.64848485,0.408502722,64.9389993,1108.330687,0.57,92,0.155371635,25.03505588,1245.239608
12,BeddingSpin,12,0.486864865,67.4027027,0.437516901,70.0661901,1037.641364,1.48,231,0.491937822,78.53847253,454.4544536
13,BeddingSpin,13,0.4755,65.6175,0.425371723,68.07898401,1040.171435,0.57,84,0.178494341,27.55633728,1071.375639
14,BeddingSpin,14,0.461976744,63.64186047,0.415880619,66.45689923,1054.8981,0.6,95,0.18141367,28.18920067,1251.253634
15,BeddingSpin,15,0.457222222,62.94222222,0.408898318,65.30542425,1048.293823,0.85,127,0.185628378,28.53603447,906.3018648
16,BeddingSpin,16,0.491979167,68.6375,0.442917401,71.11572686,1032.363207,1.61,252,0.593018772,97.21676219,793.4039601
0,BeddingWash,0,0.392,52.5,0.28012805,42.08345567,1137.519546,0.92,131,0.28012805,42.08345567,1137.519546
1,BeddingWash,1,0.3752,48.5,0.329775681,50.95546275,1321.565857,1.1,162,0.399473337,62.68845273,1597.635322
2,BeddingWash,2,0.354,44.825,0.343259137,53.10123482,1448.419255,1.1,160,0.367636752,56.85198568,1659.841586
3,BeddingWash,3,0.3393,41.77,0.337965556,51.84667664,1491.090985,1.04,149,0.317315632,45.66868673,1661.777902
4,BeddingRinse,4,0.338333333,42.69166667,0.332422565,51.20609139,1456.315558,1.02,162,0.311334564,48.88019726,1282.438425
5,BeddingRinse,5,0.387266667,51.25333333,0.36678706,56.83228436,1292.61677,1.56,239,0.433853225,65.71870568,637.8216202
6,BeddingRinse,6,0.448333333,60.93333333,0.417714585,65.07439662,1165.720499,1.41,213,0.519658265,81.45628543,531.2391401
7,BeddingRinse,7,0.455904762,61.51904762,0.411486267,63.8694251,1155.024124,1.12,162,0.37522162,56.97397066,1090.845879
8,BeddingRinse,8,0.443333333,59.89583333,0.405025612,62.56659702,1164.670659,1.14,171,0.350041705,52.05549647,1232.196403
9,BeddingRinse,9,0.462222222,63.14444444,0.41184717,63.77024765,1102.932113,1.57,237,0.441379759,68.36702842,609.0237433
10,BeddingRinse,10,0.502366667,69.31,0.431443946,66.79820782,1033.749114,1.37,204,0.442504497,68.87590039,411.1021265
11,BeddingRinse,11,0.497969697,68.23333333,0.4314348,66.6687368,1061.821726,1.12,160,0.436203053,65.48215515,1342.54784
12,BeddingSpin,12,0.509702703,70.61351351,0.433517995,66.95700462,1021.834794,1.37,205,0.444052145,66.93079089,691.9426095
13,BeddingSpin,13,0.533275,74.45,0.44015835,68.11498829,978.8963205,1.34,205,0.42392745,65.46738242,449.3218106
14,BeddingSpin,14,0.526581395,73.08139535,0.441242351,68.1244602,1011.870721,1.35,197,0.45353731,66.69647322,1451.529402
15,BeddingSpin,15,0.516511111,71.8,0.437945758,67.47369363,1018.729038,1.24,185,0.291222469,44.31451586,1166.182847
16,BeddingSpin,16,0.541270833,75.78958333,0.451674511,69.75141887,981.236231,1.62,249,0.4979332,76.94533811,418.8441226
0,BeddingWash,0,0.283,33.53333333,0.247109497,36.23841868,1425.322802,1.03,144,0.247109497,36.23841868,1425.322802
1,BeddingWash,1,0.2672,29.66,0.226409778,33.16416187,1462.597196,0.66,76,0.194970308,27.80055849,1518.508787
2,BeddingWash,2,0.2555,27.3,0.211030623,30.43998037,1501.841375,0.59,68,0.184589012,25.30160596,1567.248339
3,BeddingWash,3,0.2565,27.33,0.211078878,30.0615715,1507.048998,0.66,78,0.21670924,29.25833215,1527.879492
4,BeddingRinse,4,0.2625,28.88333333,0.207758142,29.91280981,1460.048525,0.64,97,0.192487183,28.62144025,1225.04616
5,BeddingRinse,5,0.371933333,46.38666667,0.36467821,56.40883679,1261.039997,1.68,255,0.50833388,79.61398248,465.0058839
6,BeddingRinse,6,0.44,56.86111111,0.414627786,64.52549311,1130.491611,1.49,224,0.483795934,77.1070386,477.7496785
7,BeddingRinse,7,0.445142857,57.46666667,0.415599214,64.45451149,1136.703,1.21,175,0.427209066,65.00151192,1173.971333
8,BeddingRinse,8,0.422,54.52083333,0.397348113,61.27569552,1149.247356,0.56,75,0.159287205,22.38433874,1237.057849
9,BeddingRinse,9,0.471518519,62.65185185,0.435377362,67.61044315,1071.791959,1.58,234,0.523869445,80.82853286,452.1487827
10,BeddingRinse,10,0.480266667,63.97333333,0.43906475,68.29710294,1045.585398,1.47,223,0.471390825,74.35318018,809.7263481
11,BeddingRinse,11,0.462151515,60.96363636,0.426514724,66.339313,1072.234859,0.66,89,0.197088288,28.35821761,1338.729472
12,BeddingSpin,12,0.491351351,66.11891892,0.443475814,69.31024411,1020.041871,1.42,215,0.509371093,79.03571085,589.4497205
13,BeddingSpin,13,0.490575,66.1025,0.438935166,68.61393206,1008.220356,1.38,210,0.384997537,60.40001713,862.4216668
14,BeddingSpin,14,0.474906977,63.76744186,0.429326317,66.9967599,1027.763695,0.63,66,0.165396076,23.41011178,1288.341554
15,BeddingSpin,15,0.465688889,62.51555556,0.422616825,65.8272422,1030.572273,0.49,60,0.12518933,15.99473598,1090.956702
16,BeddingSpin,16,0.500083333,68.1375,0.446097429,69.80690524,990.590981,1.45,221,0.477468901,74.50652984,390.8715971
17,BeddingSpin,17,0.475960784,64.18823529,0.44339882,69.54013879,1084.56515,0.09,1,0,0,2588.151852
0,BeddingWash,0,0.317666667,39.03333333,0.243900536,36.40905849,1260.727889,1.05,149,0.243900536,36.40905849,1260.727889
1,BeddingWash,1,0.28,32.4,0.22437214,33.67976441,1411.492287,0.63,76,0.18285096,26.98825281,1637.638884
2,BeddingWash,2,0.241625,26.2875,0.201861237,30.34535134,1551.652172,0.55,72,0.138456599,20.4961729,1785.25198
3,BeddingWash,3,0.2337,25.21,0.194809697,29.28966964,1585.995459,0.51,68,0.164303955,24.83609428,1723.368608
4,BeddingRinse,4,0.233166667,25.775,0.191407802,29.37027094,1574.889546,0.63,98,0.178073758,30.37381143,1519.35998
5,BeddingRinse,5,0.3502,44.98666667,0.359387006,57.28264863,1353.474708,1.44,223,0.479468695,75.38639927,467.815358
6,BeddingRinse,6,0.407777778,53.95555556,0.389869704,62.04312991,1214.303266,1.34,205,0.414368513,66.36440675,518.4460568
7,BeddingRinse,7,0.403380952,52.96190476,0.386689418,61.33981337,1232.079976,1.2,178,0.372291599,57.56555483,1338.740233
8,BeddingRinse,8,0.386125,50.7875,0.367541284,58.01399927,1217.272667,0.6,84,0.135690656,18.62827538,1113.621503
9,BeddingRinse,9,0.454592593,61.92592593,0.432772274,68.73581012,1126.025641,1.6,246,0.524244503,82.745344,396.0494308
10,BeddingRinse,10,0.454466667,61.71666667,0.426021553,67.66128796,1101.839923,1.48,229,0.366025563,58.07194309,884.168461
11,BeddingRinse,11,0.440424242,59.50909091,0.412646366,65.40127418,1110.919442,0.66,85,0.19507735,27.74350913,1201.71464
12,BeddingSpin,12,0.483945946,66.61351351,0.441902879,70.13312414,1043.20508,1.53,236,0.512776255,80.65039701,484.5615872
13,BeddingSpin,13,0.47425,64.985,0.43234679,68.58582078,1047.553397,1.4,215,0.266597117,41.03602286,1101.182646
14,BeddingSpin,14,0.460209302,62.94651163,0.422812983,66.99263728,1064.807339,0.63,98,0.183813061,29.14373811,1294.859891
15,BeddingSpin,15,0.452222222,61.78,0.4157666,65.79801752,1063.916737,0.48,65,0.12671871,16.80883226,1044.768803
16,BeddingSpin,16,0.493916667,68.575,0.450867493,71.74318179,1025.592496,1.57,243,0.499661495,80.75580474,450.7288866
0,BeddingWash,0,0.276333333,33.2,0.221849333,32.61837857,1434.966608,0.86,124,0.221849333,32.61837857,1434.966608
1,BeddingWash,1,0.2552,28.38,0.209101479,30.50051187,1519.291506,0.66,71,0.189411137,26.14388325,1645.778852
2,BeddingWash,2,0.248625,27.4125,0.194277263,28.55139437,1519.635797,0.48,62,0.169536556,25.38720829,1520.209617
3,BeddingWash,3,0.2384,25.95,0.187577432,27.62752799,1558.959065,0.47,62,0.155559263,23.29422788,1716.252137
4,BeddingRinse,4,0.250333333,28.58333333,0.189935563,28.06642282,1480.062059,0.79,97,0.195232655,27.15816248,1085.577025
5,BeddingRinse,5,0.376266667,49.1,0.389834841,61.81079053,1276.268621,1.61,247,0.551962018,87.68402651,461.0948713
6,BeddingRinse,6,0.440444444,58.9,0.427938833,67.6793376,1147.237303,1.5,229,0.470873973,75.24825579,502.0807138
7,BeddingRinse,7,0.432619048,57.30952381,0.42253201,66.76979236,1175.211397,1.21,179,0.391977157,61.214537,1343.055957
8,BeddingRinse,8,0.411125,54.69166667,0.404335274,63.52534444,1181.941879,0.9,115,0.184183816,27.03699041,1229.055256
9,BeddingRinse,9,0.488814815,67.22592593,0.470340463,74.36340034,1089.332044,1.58,243,0.505067311,79.59325478,348.4533598
10,BeddingRinse,10,0.475033333,64.96666667,0.454979509,71.82354042,1086.517536,1.39,201,0.254197181,37.64579322,1061.186968
11,BeddingRinse,11,0.456242424,62.12121212,0.441189125,69.54531338,1105.405401,0.74,108,0.183736756,27.59226945,1294.284047
12,BeddingSpin,12,0.503405405,69.65135135,0.470284205,74.24890433,1032.889364,1.62,244,0.525790004,83.19716696,434.6320628
13,BeddingSpin,13,0.489025,67.2925,0.457384193,72.20651908,1039.160925,0.53,75,0.170194277,25.3178416,1116.510179
14,BeddingSpin,14,0.473813953,65.03023256,0.447146209,70.49380616,1057.11015,0.63,95,0.183516419,27.68135602,1296.433148
15,BeddingSpin,15,0.465,63.65333333,0.439340592,69.22845431,1052.204457,0.43,53,0.085929898,9.355409356,946.7320543
16,BeddingSpin,16,0.505791667,70.23125,0.470516749,74.41245618,1010.75155,1.61,249,0.505055021,80.71249529,388.9579402
0,BeddingWash,0,0.284666667,34.53333333,0.227743554,33.00024382,1429.358887,0.77,102,0.227743554,33.00024382,1429.358887
1,BeddingWash,1,0.2514,28.48,0.206091024,30.59294303,1542.048501,0.53,69,0.161254131,24.63502,1711.082922
2,BeddingWash,2,0.25175,27.9125,0.197001414,28.86511352,1517.71708,0.62,68,0.184272724,26.20803158,1477.164712
3,BeddingWash,3,0.2525,28.38,0.191466298,28.19727761,1497.040887,0.51,66,0.172152778,25.95922917,1414.336113
4,BeddingRinse,4,0.256416667,29.69166667,0.185734046,27.54211316,1443.220966,0.53,85,0.156723021,23.53468884,1174.121362
5,BeddingRinse,5,0.4058,53.60666667,0.412195415,65.52758491,1231.233917,1.6,246,0.51933202,84.35554203,383.2857229
6,BeddingRinse,6,0.463333333,62.55,0.434810689,69.08680274,1107.154998,1.5,231,0.437345835,70.12153653,486.7604022
7,BeddingRinse,7,0.449809524,60.07619048,0.421776786,67.00856122,1124.341513,1.21,182,0.327369172,51.31557761,1227.460603
8,BeddingRinse,8,0.427583333,57.54166667,0.40259409,63.59862316,1125.886019,0.7,102,0.158384081,24.54468128,1136.697564
9,BeddingRinse,9,0.482740741,66.54074074,0.438025189,69.45997355,1045.47062,1.44,224,0.466199602,73.39394569,402.1474211
10,BeddingRinse,10,0.472866667,64.88333333,0.427233986,67.77399282,1043.934624,1.35,208,0.305180557,48.47429702,1030.11066
11,BeddingRinse,11,0.454818182,61.73636364,0.415098183,65.86215834,1072.769529,0.65,76,0.189166654,26.94942048,1361.118577
12,BeddingSpin,12,0.506243243,70.21351351,0.455616792,72.60156203,1006.044115,1.63,253,0.550947668,87.48495841,455.559453
13,BeddingSpin,13,0.4916,67.8,0.443752443,70.71184776,1020.009201,0.53,72,0.177362866,27.12357841,1192.245261
14,BeddingSpin,14,0.474906977,65.36046512,0.434105855,69.0027385,1038.25033,0.55,75,0.152782995,21.53118562,1281.465379
15,BeddingSpin,15,0.469888889,64.56222222,0.425998877,67.67370222,1025.584573,0.84,118,0.14409792,19.8716937,753.2707955
16,BeddingSpin,16,0.501104167,69.63541667,0.452630712,72.18439618,1011.204966,1.47,229,0.576463256,93.63610169,795.5108718
0,BeddingWash,0,0.318,38.83333333,0.249998621,37.75792525,1316.05128,1.04,150,0.249998621,37.75792525,1316.05128
1,BeddingWash,1,0.2712,31.08,0.225330958,34.37063293,1485.713485,0.58,73,0.16402503,25.16571394,1740.206794
2,BeddingWash,2,0.260375,29.3,0.207141142,31.3144121,1498.911556,0.65,76,0.174803995,25.70298967,1520.908341
3,BeddingWash,3,0.2481,27.27,0.196898656,29.78707434,1534.576567,0.47,62,0.142935392,21.42864536,1677.236609
4,BeddingRinse,4,0.252583333,28.375,0.192726984,29.31459685,1491.422444,0.67,89,0.173189887,26.84242518,1275.651828
5,BeddingRinse,5,0.346533333,44.25333333,0.334491474,54.00238457,1298.759332,1.52,234,0.489712677,78.99964353,528.1068851
6,BeddingRinse,6,0.417833333,56.15,0.398577464,64.96363185,1167.346063,1.46,230,0.497945319,81.69095815,510.2797154
7,BeddingRinse,7,0.427285714,57.46190476,0.400791996,65.28905897,1158.404136,1.18,179,0.416194583,67.79753496,1104.752576
8,BeddingRinse,8,0.401625,53.7625,0.384196528,62.26315668,1192.172521,0.58,79,0.143752661,20.88017263,1428.551217
9,BeddingRinse,9,0.460333333,63.49259259,0.432033619,70.09047486,1106.610559,1.51,236,0.508099909,81.04504211,422.1148589
10,BeddingRinse,10,0.459666667,63.42666667,0.424468846,68.77527232,1084.285448,1.41,217,0.35530932,56.55640049,883.3594532
11,BeddingRinse,11,0.444030303,60.89393939,0.410986432,66.48278996,1100.038241,0.57,72,0.175434109,25.40524428,1257.566166
12,BeddingSpin,12,0.480783784,67.03783784,0.429737024,69.48922184,1034.498289,1.45,226,0.465473566,73.80118389,493.7936865
13,BeddingSpin,13,0.471925,65.55,0.419127324,67.70381834,1034.173688,1.23,185,0.231902675,35.33524176,1030.170272
14,BeddingSpin,14,0.45855814,63.45348837,0.410143832,66.15956148,1050.51868,0.62,94,0.190253612,28.54609098,1268.451918
15,BeddingSpin,15,0.450311111,62.24666667,0.403287593,64.96813713,1048.847746,0.48,62,0.103165682,13.18731448,1012.922657
16,BeddingSpin,16,0.4815,67.31875,0.424356371,68.41370273,1016.50251,1.44,223,0.46342007,74.63363391,531.3239668
0,BeddingWash,0,0.275,32.13333333,0.243986291,36.50860393,1450.667528,1.02,147,0.243986291,36.50860393,1450.667528
1,BeddingWash,1,0.2516,28.08,0.215030705,32.57007516,1515.414313,0.54,71,0.161938097,25.22947316,1612.534491
2,BeddingWash,2,0.252125,27.7125,0.204578565,30.37036937,1504.692806,0.65,78,0.18943018,26.82555395,1486.823628
3,BeddingWash,3,0.2544,27.73,0.202351429,29.58393469,1497.780784,0.67,73,0.198050366,26.92992857,1470.132698
4,BeddingRinse,4,0.2625,30.28333333,0.197710637,29.41193473,1429.360002,0.64,92,0.171467352,25.53114713,1087.256091
5,BeddingRinse,5,0.3476,44.35333333,0.314678231,49.37612616,1249.974653,1.41,217,0.445571311,69.86217137,532.4332591
6,BeddingRinse,6,0.409833333,54.25555556,0.363431004,57.20609826,1125.145793,1.32,201,0.431623639,68.0449564,501.0014939
7,BeddingRinse,7,0.417380952,55.05714286,0.371330593,58.40369795,1131.899282,1.22,179,0.419514772,65.9946358,1172.42021
8,BeddingRinse,8,0.397625,52.52916667,0.355628657,55.49577977,1142.504314,0.59,94,0.161115365,20.70662618,1216.739537
9,BeddingRinse,9,0.472111111,64.51481481,0.430267906,67.75127924,1053.261723,1.69,259,0.511565548,80.60315729,339.3209996
10,BeddingRinse,10,0.466,63.36666667,0.421567389,66.4481508,1043.016325,1.5,230,0.334100439,53.12930442,950.8077442
11,BeddingRinse,11,0.448333333,60.71515152,0.409748916,64.45085365,1069.489556,0.66,94,0.192014427,28.31156703,1334.221863
12,BeddingSpin,12,0.494054054,68.11081081,0.43943706,69.38487876,999.8017702,1.54,237,0.497110561,78.91351563,424.8775386
13,BeddingSpin,13,0.481475,66.11,0.427593457,67.4574991,1005.829219,0.69,79,0.177656843,25.89326012,1080.167751
14,BeddingSpin,14,0.464325581,63.6255814,0.418917893,65.95694574,1031.328337,0.51,82,0.14952069,22.92679504,1371.316581
15,BeddingSpin,15,0.456266667,62.47777778,0.411767141,64.74844724,1028.301552,0.48,62,0.106232119,13.25300363,963.2256832
16,BeddingSpin,16,0.4916875,68.05625,0.44424723,69.97818749,1008.302121,1.63,247,0.568453134,90.82151247,708.3106448
0,BeddingWash,0,0.325333333,41.06666667,0.242540197,36.66148344,1261.937033,0.97,140,0.242540197,36.66148344,1261.937033
1,BeddingWash,1,0.2734,31.84,0.218451041,33.65027822,1442.961648,0.54,69,0.150454574,23.08109274,1714.498572
2,BeddingWash,2,0.252,28.375,0.198120281,30.35710456,1506.645722,0.47,62,0.155529869,23.28030098,1612.785846
3,BeddingWash,3,0.2339,25.6,0.189149585,28.90458004,1582.444234,0.54,72,0.127744605,18.95840322,1885.638283
4,BeddingRinse,4,0.242416667,27.61666667,0.186664647,28.59722715,1510.3791,0.74,92,0.171816916,25.30466984,1150.053428
5,BeddingRinse,5,0.376933333,49.16666667,0.389792488,61.40933369,1293.148435,1.56,237,0.513122624,80.07215855,424.2257756
6,BeddingRinse,6,0.432222222,57.75,0.413251929,64.97802594,1163.230318,1.45,221,0.422600597,66.32279128,513.6397338
7,BeddingRinse,7,0.422714286,55.68571429,0.403117949,63.38517694,1179.460657,1.22,181,0.33632582,52.04848535,1276.842686
8,BeddingRinse,8,0.404375,53.725,0.3837696,60.05896162,1169.161267,0.63,98,0.152147841,23.44325504,1097.06554
9,BeddingRinse,9,0.481,66.06296296,0.453284707,71.51072734,1078.34429,1.71,265,0.504760783,79.80782233,351.8084704
10,BeddingRinse,10,0.465033333,63.44333333,0.435461926,68.69758352,1077.299098,0.5,68,0.159692233,24.17712417,1067.892378
11,BeddingRinse,11,0.448939394,61.01515152,0.422214918,66.55707892,1093.566406,0.64,98,0.194411579,30.44150222,1256.23948
12,BeddingSpin,12,0.497351351,68.90810811,0.457768253,72.38673754,1025.006192,1.54,239,0.543518393,85.62215371,459.3844241
13,BeddingSpin,13,0.484075,66.7475,0.445371231,70.43113734,1035.622586,0.54,76,0.180964529,27.99427281,1166.558121
14,BeddingSpin,14,0.467511628,64.20697674,0.43594026,68.82064421,1057.136868,0.61,76,0.167338874,23.19532256,1343.993958
15,BeddingSpin,15,0.466288889,64.04222222,0.428875108,67.69307449,1040.713601,0.93,139,0.234296259,36.52612619,687.6133648
16,BeddingSpin,16,0.496708333,68.90416667,0.462364801,73.30121446,1038.640895,1.68,259,0.673447896,109.2334051,1007.550307
